DATE,CPI,UNRATE,IMPORTS,EXPORTS,GDP,year,INFLATION,INFLATION_LAGGED,TRADE,TRADE_GDP,UNRATE_c,TRADE_GDP_c,UNRATE_x_TRADE
1986-04-01,108.7,7.1,443.99,315.119,4545.34,1986,10.020242914979761,12.257405515832476,759.109,16.700818860635287,1.2854166666666664,-2.411187878546226,-3.099381085547961
1986-07-01,109.5,7.0,459.432,320.471,4607.669,1986,9.719438877755504,10.020242914979761,779.903,16.926194134170665,1.1854166666666668,-2.185812605010849,-2.591098692189944
1986-10-01,110.2,7.0,468.628,334.999,4657.627,1986,9.325396825396837,9.719438877755504,803.627,17.254000803413412,1.1854166666666668,-1.8580059357681016,-2.202511203025104
1987-01-01,111.4,6.6,477.685,336.451,4722.156,1987,9.10871694417239,9.325396825396837,814.136,17.24076883525237,0.7854166666666664,-1.871237903929142,-1.4697014370443464
1987-04-01,112.7,6.3,502.337,355.36,4806.16,1987,9.099709583736693,9.10871694417239,857.697,17.84578540872547,0.4854166666666666,-1.2662213304560446,-0.614644937492205
1987-07-01,113.8,6.1,517.318,371.854,4884.555,1987,9.317963496637848,9.099709583736693,889.172,18.20374629828101,0.28541666666666643,-0.9082604409005022,-0.2592326675070181
1987-10-01,115.0,6.0,537.511,392.107,5007.994,1987,9.419600380589909,9.317963496637848,929.6179999999999,18.56268198404391,0.18541666666666679,-0.5493247551376044,-0.10185396501509754
1988-01-01,116.0,5.7,542.714,418.727,5073.372,1988,9.744560075685893,9.419600380589909,961.441,18.95072941625412,-0.11458333333333304,-0.16127732292739339,0.018479693252097112
1988-04-01,117.2,5.4,546.098,439.471,5190.036,1988,9.532710280373834,9.744560075685893,985.569,18.989637066101274,-0.41458333333333286,-0.1223696730802395,0.0507324269645159
1988-07-01,118.5,5.4,552.849,453.586,5282.835,1988,10.027855153203348,9.532710280373834,1006.4350000000001,19.051039829939796,-0.41458333333333286,-0.060966909241717104,0.025275864456461853
1988-10-01,119.9,5.4,574.314,466.619,5399.509,1988,10.50691244239632,10.027855153203348,1040.933,19.2782899333995,-0.41458333333333286,0.16628319421798565,-0.06893824093620647
